"LicAge","VehAge","Gender","MariStat","SocioCateg","VehUsage","DrivAge","HasKmLimit","BonusMalus","VehBody","VehPrice","VehEngine","VehEnergy","VehMaxSpeed","VehClass","y","RiskVar","Garage"
536,"3","Male","Other","CSP50","Private+trip to office",64,1,50,"sedan","W","injection","regular","220+ km/h","H","GOOD",16,"Collective garage"
531,"0","Female","Other","CSP60","Private",62,0,50,"sedan","I","injection","regular","190-200 km/h","M1","GOOD",16,"Private garage"
309,"10+","Male","Other","CSP50","Private+trip to office",45,1,50,"cabriolet","W","injection","regular","220+ km/h","H","GOOD",16,"Collective garage"
309,"5","Male","Other","CSP50","Private+trip to office",45,0,50,"sedan","E","injection","regular","150-160 km/h","B","GOOD",16,"Collective garage"
420,"6-7","Male","Other","CSP50","Private+trip to office",55,0,50,"microvan","M","direct injection overpowered","diesel","160-170 km/h","H","GOOD",8,"None"
297,"5","Female","Other","CSP37","Private",43,1,50,"sedan","J","injection","regular","190-200 km/h","M1","GOOD",16,"Collective garage"
91,"3","Male","Alone","CSP50","Private",28,0,90,"sedan","E","injection","regular","150-160 km/h","B","GOOD",15,"None"
122,"10+","Male","Other","CSP50","Private+trip to office",39,0,100,"sedan","M","injection","regular","180-190 km/h","H","GOOD",15,"None"
8,"8-9","Female","Alone","CSP26","Private+trip to office",19,0,100,"sedan","A","injection","regular","130-140 km/h","A","GOOD",16,"None"
129,"2","Male","Alone","CSP55","Private+trip to office",30,0,80,"sedan","I","injection overpowered","diesel","160-170 km/h","M1","GOOD",12,"Collective garage"
60,"3","Female","Other","CSP26","Private+trip to office",28,0,100,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","GOOD",17,"Collective garage"
220,"0","Female","Other","CSP50","Professional",37,0,90,"microvan","I","direct injection overpowered","diesel","150-160 km/h","M1","GOOD",8,"None"
533,"0","Male","Other","CSP55","Private",63,0,56,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",15,"None"
269,"10+","Male","Alone","CSP50","Private",41,1,64,"coupe","T","injection","regular","220+ km/h","H","GOOD",3,"Private garage"
169,"3","Male","Other","CSP50","Private+trip to office",32,0,50,"microvan","K","injection","regular","190-200 km/h","M1","GOOD",15,"Private garage"
236,"1","Male","Other","CSP50","Private",36,0,76,"sport utility vehicle","N","injection overpowered","regular","220+ km/h","M2","GOOD",9,"Private garage"
52,"0","Male","Alone","CSP50","Private+trip to office",23,0,100,"sedan","E","injection","regular","170-180 km/h","M1","GOOD",19,"None"
195,"0","Male","Alone","CSP50","Professional",37,0,100,"sedan","P","injection overpowered","regular","220+ km/h","M2","GOOD",17,"Collective garage"
241,"0","Female","Other","CSP50","Private+trip to office",38,0,64,"sport utility vehicle","R","direct injection overpowered","diesel","190-200 km/h","H","GOOD",12,"Collective garage"
373,"5","Female","Other","CSP55","Private",49,1,50,"sedan","I","injection overpowered","diesel","170-180 km/h","M1","GOOD",13,"None"
95,"0","Female","Alone","CSP50","Private+trip to office",26,0,68,"coupe","D","injection overpowered","regular","130-140 km/h","A","GOOD",7,"None"
144,"5","Male","Alone","CSP50","Private",36,0,72,"cabriolet","O","injection","regular","200-220 km/h","H","GOOD",15,"Collective garage"
32,"0","Male","Alone","CSP26","Private+trip to office",20,0,100,"sedan","D","injection","regular","140-150 km/h","B","GOOD",17,"None"
36,"0","Male","Alone","CSP55","Private+trip to office",21,0,100,"sedan","F","injection","regular","160-170 km/h","B","GOOD",19,"None"
267,"0","Male","Other","CSP50","Private+trip to office",44,0,85,"sedan","F","injection","regular","160-170 km/h","A","GOOD",16,"None"
185,"0","Male","Alone","CSP50","Professional",44,0,50,"microvan","O","direct injection overpowered","diesel","180-190 km/h","H","GOOD",16,"None"
600,"10+","Male","Other","CSP60","Private",84,0,50,"sedan","M","injection overpowered","regular","190-200 km/h","H","GOOD",6,"Private garage"
295,"0","Female","Other","CSP50","Private",49,0,50,"sedan","H","direct injection overpowered","diesel","160-170 km/h","B","GOOD",17,"None"
35,"1","Female","Alone","CSP50","Private",27,0,100,"sedan","G","injection","regular","160-170 km/h","B","GOOD",15,"None"
523,"6-7","Female","Other","CSP50","Private+trip to office",64,0,50,"sedan","L","injection","regular","190-200 km/h","M1","GOOD",16,"None"
491,"8-9","Male","Other","CSP50","Private+trip to office",59,1,50,"sedan","K","injection","regular","180-190 km/h","B","GOOD",15,"Collective garage"
452,"1","Male","Other","CSP50","Private",55,0,85,"sport utility vehicle","M","injection","regular","170-180 km/h","0","GOOD",18,"None"
124,"8-9","Male","Other","CSP50","Professional",44,0,100,"van","G","injection","diesel","130-140 km/h","M1","GOOD",9,"None"
123,"8-9","Male","Other","CSP50","Private",30,0,57,"sedan","D","injection","regular","140-150 km/h","A","GOOD",17,"None"
421,"0","Male","Other","CSP50","Professional run",61,0,53,"van","L","direct injection overpowered","diesel","150-160 km/h","0","GOOD",19,"None"
301,"0","Female","Other","CSP50","Private",49,0,100,"sedan","G","injection","regular","160-170 km/h","B","GOOD",19,"Private garage"
177,"4","Male","Other","CSP50","Private",35,0,100,"sedan","K","injection","regular","190-200 km/h","M2","GOOD",17,"Collective garage"
192,"0","Male","Other","CSP48","Professional",37,0,68,"sedan","O","injection overpowered","regular","220+ km/h","M2","GOOD",2,"Collective garage"
134,"2","Male","Other","CSP48","Private+trip to office",32,0,95,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",10,"None"
295,"6-7","Male","Other","CSP50","Private+trip to office",44,0,62,"sedan","E","injection","regular","160-170 km/h","M1","GOOD",13,"None"
71,"4","Female","Other","CSP50","Private+trip to office",25,0,80,"station wagon","D","injection","regular","130-140 km/h","A","GOOD",17,"None"
300,"2","Male","Other","CSP50","Professional",43,0,51,"sport utility vehicle","U","injection","regular","200-220 km/h","H","GOOD",11,"Collective garage"
180,"3","Male","Other","CSP48","Professional",33,0,55,"microvan","J","injection","regular","180-190 km/h","M1","GOOD",15,"None"
394,"6-7","Male","Other","CSP50","Private+trip to office",51,0,62,"sedan","O","injection","regular","200-220 km/h","H","GOOD",17,"None"
424,"1","Male","Other","CSP60","Private",60,0,50,"sedan","O","direct injection overpowered","diesel","200-220 km/h","H","GOOD",16,"Collective garage"
215,"0","Male","Other","CSP46","Professional",37,0,50,"microvan","M","direct injection overpowered","diesel","150-160 km/h","M1","GOOD",20,"Collective garage"
423,"0","Female","Alone","CSP50","Professional",54,0,85,"sedan","F","injection","regular","160-170 km/h","A","GOOD",16,"Collective garage"
423,"2","Male","Other","CSP50","Professional",53,0,57,"sedan","L","injection","regular","200-220 km/h","M1","GOOD",18,"None"
123,"8-9","Female","Other","CSP50","Private+trip to office",28,0,100,"sedan","D","injection","regular","150-160 km/h","B","GOOD",17,"None"
469,"0","Male","Other","CSP50","Professional",58,0,55,"sport utility vehicle","N","direct injection overpowered","diesel","160-170 km/h","H","GOOD",15,"Private garage"
383,"8-9","Male","Other","CSP50","Private+trip to office",50,0,72,"sedan","M","injection","regular","180-190 km/h","M2","GOOD",17,"Private garage"
210,"6-7","Female","Other","CSP55","Private+trip to office",41,0,62,"sedan","I","injection","regular","160-170 km/h","M1","GOOD",11,"None"
54,"5","Male","Alone","CSP26","Private+trip to office",22,0,100,"coupe","O","injection","regular","220+ km/h","M2","GOOD",17,"Collective garage"
156,"1","Male","Other","CSP50","Private+trip to office",31,0,60,"station wagon","P","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",16,"Private garage"
336,"0","Male","Other","CSP46","Professional",48,0,50,"sedan","J","injection","regular","180-190 km/h","M1","GOOD",2,"Collective garage"
168,"0","Male","Other","CSP55","Private+trip to office",32,0,100,"sport utility vehicle","R","injection","regular","190-200 km/h","H","GOOD",2,"Private garage"
212,"0","Male","Other","CSP50","Professional",36,0,90,"sedan","P","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",17,"Private garage"
108,"2","Male","Other","CSP55","Private+trip to office",54,0,65,"sedan","G","injection","diesel","150-160 km/h","M1","GOOD",15,"None"
285,"0","Male","Alone","CSP50","Private+trip to office",42,0,64,"cabriolet","J","injection","regular","200-220 km/h","B","GOOD",12,"Private garage"
144,"1","Male","Other","CSP50","Private",36,0,90,"van","G","injection","diesel","130-140 km/h","M1","GOOD",18,"None"
328,"1","Male","Other","CSP50","Private+trip to office",48,0,70,"cabriolet","R","injection","regular","220+ km/h","M2","GOOD",15,"Collective garage"
148,"8-9","Male","Alone","CSP50","Private",31,0,100,"sedan","G","injection","regular","160-170 km/h","B","GOOD",8,"None"
388,"0","Male","Other","CSP66","Professional",51,0,50,"van","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",9,"None"
500,"0","Male","Other","CSP50","Private+trip to office",59,0,50,"sedan","I","injection","regular","190-200 km/h","M1","GOOD",16,"None"
403,"3","Female","Alone","CSP48","Private",53,0,50,"sedan","E","injection","regular","140-150 km/h","A","GOOD",20,"None"
386,"8-9","Female","Other","CSP46","Private",50,0,100,"van","E","injection","regular","150-160 km/h","B","GOOD",17,"Collective garage"
83,"4","Male","Other","CSP55","Private+trip to office",25,0,112,"sedan","K","direct injection overpowered","diesel","190-200 km/h","M1","GOOD",13,"None"
688,"0","Male","Other","CSP60","Private",75,0,62,"sedan","O","injection","regular","220+ km/h","M2","GOOD",16,"Private garage"
357,"4","Male","Other","CSP55","Private+trip to office",50,0,50,"station wagon","I","direct injection overpowered","diesel","150-160 km/h","M1","GOOD",16,"None"
206,"0","Male","Other","CSP50","Professional",35,0,50,"sedan","O","direct injection overpowered","diesel","220+ km/h","M2","GOOD",6,"Collective garage"
46,"0","Female","Alone","CSP50","Private+trip to office",29,0,100,"sedan","F","injection","regular","150-160 km/h","B","GOOD",12,"Collective garage"
184,"6-7","Male","Alone","CSP50","Private+trip to office",33,1,50,"sedan","K","injection","regular","180-190 km/h","M2","GOOD",6,"None"
411,"0","Female","Alone","CSP50","Private+trip to office",54,0,50,"sedan","K","injection","regular","200-220 km/h","M1","GOOD",16,"None"
80,"4","Female","Alone","CSP55","Private+trip to office",27,0,100,"coupe","E","injection overpowered","regular","130-140 km/h","A","GOOD",16,"None"
84,"10+","Male","Other","CSP50","Private+trip to office",33,0,100,"sedan","G","carburation","regular","170-180 km/h","M1","GOOD",20,"None"
220,"0","Female","Alone","CSP50","Professional",36,0,72,"cabriolet","M","direct injection overpowered","diesel","190-200 km/h","M1","GOOD",15,"Collective garage"
215,"10+","Male","Alone","CSP50","Private+trip to office",40,0,112,"sedan","H","carburation","regular","180-190 km/h","B","GOOD",8,"None"
315,"4","Male","Alone","CSP66","Professional",46,0,50,"sedan","G","injection","diesel","160-170 km/h","B","GOOD",16,"Collective garage"
289,"0","Male","Other","CSP66","Professional",42,0,50,"van","N","direct injection overpowered","diesel","180-190 km/h","0","GOOD",16,"None"
111,"0","Male","Other","CSP50","Private+trip to office",27,0,85,"sedan","J","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",15,"None"
463,"1","Male","Other","CSP60","Private",65,0,50,"sedan","P","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",16,"Collective garage"
81,"6-7","Male","Alone","CSP55","Private+trip to office",39,0,72,"sedan","J","injection","regular","170-180 km/h","M2","GOOD",16,"Private garage"
174,"1","Male","Other","CSP48","Professional",32,0,72,"sedan","J","direct injection overpowered","diesel","170-180 km/h","B","GOOD",8,"Collective garage"
351,"2","Female","Alone","CSP1","Professional",48,0,50,"sedan","C","injection","regular","140-150 km/h","B","GOOD",11,"None"
633,"0","Male","Other","CSP60","Private",78,0,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",17,"None"
509,"4","Male","Other","CSP60","Private",62,0,50,"sedan","J","injection","regular","170-180 km/h","M1","BAD",17,"None"
159,"0","Male","Other","CSP50","Private+trip to office",31,0,57,"station wagon","M","injection","regular","200-220 km/h","M2","GOOD",11,"None"
212,"10+","Male","Other","CSP42","Professional",41,0,100,"sedan","M","injection","regular","180-190 km/h","M2","GOOD",17,"None"
95,"4","Male","Alone","CSP50","Private+trip to office",26,0,68,"sedan","E","injection","regular","150-160 km/h","B","GOOD",6,"None"
269,"0","Male","Other","CSP48","Professional",43,0,85,"sedan","L","direct injection overpowered","diesel","180-190 km/h","M1","GOOD",15,"None"
325,"6-7","Female","Other","CSP50","Private+trip to office",61,1,50,"sedan","D","injection","regular","160-170 km/h","B","GOOD",16,"None"
223,"3","Female","Other","CSP50","Private+trip to office",48,0,50,"sedan","D","injection","regular","150-160 km/h","A","GOOD",16,"None"
548,"1","Male","Other","CSP60","Private",69,0,50,"sedan","L","direct injection overpowered","diesel","170-180 km/h","B","GOOD",13,"Private garage"
182,"2","Female","Alone","CSP50","Private+trip to office",33,0,100,"coupe","C","injection overpowered","regular","130-140 km/h","A","GOOD",17,"None"
84,"0","Male","Alone","CSP50","Private",26,0,100,"sedan","I","injection","regular","180-190 km/h","B","GOOD",15,"None"
147,"8-9","Male","Other","CSP50","Private+trip to office",31,0,64,"sedan","K","injection","diesel","170-180 km/h","M2","GOOD",19,"None"
43,"4","Female","Alone","CSP50","Private+trip to office",28,0,85,"sedan","K","injection","regular","180-190 km/h","B","GOOD",20,"None"
453,"8-9","Male","Other","CSP60","Private",67,1,50,"sedan","K","injection","regular","190-200 km/h","M1","GOOD",15,"Private garage"
434,"0","Male","Other","CSP50","Professional run",58,0,50,"van","K","direct injection overpowered","diesel","150-160 km/h","0","GOOD",2,"None"
506,"3","Female","Other","CSP60","Private",60,0,72,"sedan","K","injection","regular","180-190 km/h","M1","GOOD",16,"None"
237,"6-7","Male","Other","CSP66","Private",37,0,50,"sedan","I","injection","regular","170-180 km/h","M1","GOOD",16,"None"
549,"10+","Male","Other","CSP60","Private",63,1,50,"sedan","I","carburation","regular","170-180 km/h","M2","GOOD",15,"Private garage"
128,"0","Male","Other","CSP55","Private",37,0,95,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","GOOD",11,"None"
436,"8-9","Female","Alone","CSP55","Professional",55,0,50,"sedan","I","injection","regular","170-180 km/h","B","GOOD",5,"None"
104,"0","Female","Alone","CSP50","Private+trip to office",27,0,106,"coupe","F","injection overpowered","regular","130-140 km/h","A","GOOD",8,"Private garage"
225,"3","Male","Other","CSP50","Private",37,0,100,"sport utility vehicle","L","injection","regular","160-170 km/h","H","GOOD",13,"Collective garage"
144,"6-7","Male","Alone","CSP50","Private",33,0,100,"sedan","G","injection","regular","150-160 km/h","M1","GOOD",12,"Collective garage"
221,"6-7","Male","Other","CSP50","Private+trip to office",37,0,100,"sedan","H","injection","regular","170-180 km/h","B","GOOD",11,"None"
367,"6-7","Male","Other","CSP46","Professional",57,0,50,"sedan","J","injection","diesel","170-180 km/h","M2","GOOD",11,"Private garage"
306,"10+","Male","Other","CSP50","Private+trip to office",52,0,50,"microvan","N","injection","regular","190-200 km/h","H","GOOD",7,"None"
128,"8-9","Female","Other","CSP46","Private+trip to office",28,0,64,"sedan","I","injection","regular","200-220 km/h","B","GOOD",15,"None"
360,"6-7","Female","Other","CSP1","Professional",56,0,50,"sedan","H","injection","regular","170-180 km/h","M1","GOOD",15,"None"
372,"0","Male","Other","CSP46","Professional",50,0,50,"van","I","direct injection overpowered","diesel","150-160 km/h","M1","GOOD",11,"None"
477,"0","Male","Alone","CSP55","Private+trip to office",61,0,50,"sedan","N","direct injection overpowered","diesel","200-220 km/h","M2","GOOD",7,"Collective garage"
306,"8-9","Male","Other","CSP50","Private+trip to office",44,0,50,"sedan","G","injection","regular","170-180 km/h","B","GOOD",3,"None"
127,"3","Male","Other","CSP50","Private+trip to office",29,0,100,"sedan","E","injection","regular","150-160 km/h","A","GOOD",16,"None"
465,"5","Male","Other","CSP37","Private",59,0,50,"sedan","E","injection","regular","150-160 km/h","B","GOOD",18,"None"
219,"0","Female","Other","CSP50","Private",38,0,100,"sedan","I","injection","diesel","160-170 km/h","B","GOOD",16,"None"
150,"8-9","Male","Other","CSP48","Professional",31,0,51,"van","H","injection","diesel","150-160 km/h","M1","GOOD",17,"None"
60,"0","Male","Alone","CSP50","Private+trip to office",24,0,100,"sedan","M","direct injection overpowered","diesel","200-220 km/h","M1","GOOD",19,"None"
446,"4","Male","Other","CSP50","Private",56,1,72,"sedan","F","injection","regular","170-180 km/h","M1","GOOD",15,"Collective garage"
72,"0","Female","Alone","CSP50","Private+trip to office",24,0,76,"cabriolet","H","injection overpowered","regular","130-140 km/h","A","GOOD",16,"Private garage"
111,"4","Male","Alone","CSP50","Private+trip to office",27,1,65,"sedan","I","injection","regular","170-180 km/h","M1","GOOD",15,"None"
83,"6-7","Male","Other","CSP50","Private",25,0,95,"sedan","D","injection","regular","150-160 km/h","B","GOOD",19,"None"
525,"6-7","Male","Other","CSP50","Private",62,1,50,"sedan","K","injection","regular","200-220 km/h","M2","GOOD",12,"None"
103,"0","Female","Alone","CSP50","Private+trip to office",27,0,76,"sedan","F","injection","regular","160-170 km/h","A","BAD",3,"None"
247,"4","Male","Other","CSP50","Private+trip to office",38,0,85,"sedan","K","injection","regular","180-190 km/h","M1","GOOD",1,"None"
291,"0","Male","Other","CSP55","Private+trip to office",46,0,50,"sport utility vehicle","R","injection","regular","190-200 km/h","H","GOOD",19,"Collective garage"
215,"0","Female","Other","CSP1","Private+trip to office",37,1,50,"coupe","C","injection overpowered","regular","130-140 km/h","A","GOOD",9,"None"
253,"1","Male","Alone","CSP50","Professional",39,0,56,"sedan","J","injection","regular","160-170 km/h","B","GOOD",18,"None"
430,"8-9","Female","Other","CSP1","Private",54,1,50,"sedan","D","injection","regular","140-150 km/h","B","GOOD",14,"Private garage"
331,"2","Male","Alone","CSP50","Professional run",53,0,100,"cabriolet","F","injection overpowered","regular","130-140 km/h","A","GOOD",15,"None"
134,"0","Male","Other","CSP50","Professional",29,0,76,"van","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",19,"None"
457,"3","Female","Other","CSP60","Private",58,1,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",19,"None"
237,"8-9","Female","Alone","CSP50","Private",38,1,56,"sedan","E","injection","regular","160-170 km/h","B","GOOD",19,"None"
384,"8-9","Male","Other","CSP50","Private+trip to office",50,0,86,"sedan","J","injection","regular","180-190 km/h","M2","GOOD",17,"None"
67,"3","Male","Other","CSP50","Private",26,1,95,"other microvan","L","direct injection overpowered","diesel","150-160 km/h","M1","GOOD",18,"Private garage"
195,"5","Female","Alone","CSP50","Professional",37,0,50,"cabriolet","K","injection","regular","180-190 km/h","M2","GOOD",18,"Private garage"
404,"8-9","Female","Other","CSP55","Private",53,0,50,"sedan","E","injection","regular","140-150 km/h","B","GOOD",6,"None"
194,"3","Male","Other","CSP55","Private+trip to office",37,0,95,"sedan","K","injection","regular","190-200 km/h","M2","GOOD",13,"None"
442,"0","Male","Other","CSP50","Professional",62,0,50,"sedan","F","injection","regular","160-170 km/h","A","GOOD",11,"None"
364,"4","Male","Other","CSP50","Private",51,1,50,"cabriolet","P","injection overpowered","regular","200-220 km/h","H","GOOD",16,"Collective garage"
276,"0","Female","Other","CSP50","Professional",41,0,50,"van","K","direct injection overpowered","diesel","150-160 km/h","0","GOOD",12,"Collective garage"
56,"4","Male","Alone","CSP50","Private+trip to office",23,0,100,"sport utility vehicle","M","injection","regular","170-180 km/h","H","GOOD",12,"None"
29,"10+","Male","Other","CSP50","Private+trip to office",29,0,95,"sedan","N","injection","regular","180-190 km/h","M2","GOOD",15,"None"
499,"0","Female","Other","CSP1","Professional",60,0,77,"sedan","O","injection","regular","200-220 km/h","M1","GOOD",16,"Collective garage"
85,"6-7","Female","Other","CSP50","Private+trip to office",26,0,100,"sedan","F","injection","regular","150-160 km/h","B","GOOD",15,"None"
303,"3","Male","Other","CSP50","Private+trip to office",44,0,50,"other microvan","M","injection","regular","170-180 km/h","M1","GOOD",9,"Collective garage"
65,"4","Female","Alone","CSP50","Private+trip to office",23,0,80,"sedan","E","injection","regular","160-170 km/h","B","GOOD",11,"Collective garage"
1,"5","Female","Alone","CSP50","Private+trip to office",22,0,100,"sedan","E","injection","regular","150-160 km/h","A","GOOD",3,"None"
127,"6-7","Male","Other","CSP50","Private+trip to office",30,0,95,"sedan","K","direct injection overpowered","diesel","180-190 km/h","M2","GOOD",15,"None"
403,"2","Female","Other","CSP55","Private+trip to office",54,0,125,"sedan","E","injection","regular","160-170 km/h","A","GOOD",5,"Collective garage"
228,"0","Female","Other","CSP50","Private+trip to office",37,0,51,"station wagon","H","direct injection overpowered","diesel","150-160 km/h","M1","GOOD",15,"None"
75,"0","Female","Other","CSP37","Private",29,0,100,"bus","M","injection overpowered","diesel","130-140 km/h","0","GOOD",8,"None"
324,"2","Female","Other","CSP50","Private+trip to office",46,0,50,"sport utility vehicle","Q","direct injection overpowered","diesel","190-200 km/h","H","GOOD",13,"Private garage"
181,"3","Female","Other","CSP42","Professional",56,0,58,"sedan","H","direct injection overpowered","diesel","170-180 km/h","B","GOOD",1,"None"
399,"4","Male","Other","CSP50","Private",55,1,50,"sport utility vehicle","L","injection","regular","160-170 km/h","H","GOOD",5,"None"
109,"10+","Female","Other","CSP55","Private+trip to office",36,0,62,"sedan","M","injection","regular","190-200 km/h","M2","GOOD",15,"None"
21,"0","Female","Other","CSP48","Private+trip to office",25,0,100,"cabriolet","F","injection overpowered","regular","130-140 km/h","A","GOOD",12,"None"
177,"4","Male","Other","CSP50","Private+trip to office",33,0,54,"sedan","J","injection","regular","190-200 km/h","M1","GOOD",15,"None"
417,"4","Female","Other","CSP37","Private",59,0,90,"sedan","K","injection","regular","180-190 km/h","M1","GOOD",10,"None"
84,"3","Female","Alone","CSP26","Private+trip to office",25,0,100,"sedan","N","injection overpowered","regular","220+ km/h","M1","GOOD",7,"Collective garage"
190,"0","Female","Other","CSP48","Professional",36,0,95,"van","M","direct injection overpowered","diesel","140-150 km/h","0","GOOD",18,"Collective garage"
440,"8-9","Female","Alone","CSP48","Private+trip to office",57,0,57,"sedan","D","injection","regular","140-150 km/h","A","GOOD",19,"None"
25,"0","Female","Alone","CSP50","Private+trip to office",20,0,90,"sedan","J","injection","regular","190-200 km/h","B","GOOD",2,"None"
226,"4","Female","Other","CSP50","Private+trip to office",42,0,90,"sedan","E","injection","regular","150-160 km/h","B","GOOD",19,"Collective garage"
220,"1","Male","Other","CSP50","Private+trip to office",38,0,100,"sport utility vehicle","P","injection","regular","170-180 km/h","H","GOOD",7,"Private garage"
75,"2","Female","Alone","CSP50","Private",25,0,133,"sedan","E","injection","regular","160-170 km/h","B","GOOD",15,"None"
220,"3","Male","Other","CSP50","Private+trip to office",37,0,62,"coupe","B","injection overpowered","regular","130-140 km/h","A","GOOD",17,"None"
163,"0","Male","Other","CSP50","Professional",33,0,63,"sedan","L","direct injection overpowered","diesel","170-180 km/h","B","GOOD",16,"None"
295,"8-9","Female","Other","CSP37","Private",46,0,50,"sedan","E","injection","regular","150-160 km/h","B","GOOD",15,"Collective garage"
234,"2","Male","Other","CSP50","Private",39,0,50,"sedan","J","injection","regular","190-200 km/h","B","GOOD",18,"Private garage"
498,"5","Male","Other","CSP50","Professional",65,0,50,"sedan","F","injection","diesel","160-170 km/h","B","GOOD",18,"None"
136,"10+","Male","Other","CSP50","Private+trip to office",61,0,55,"bus","I","injection","diesel","1-130 km/h","0","GOOD",10,"None"
93,"3","Male","Other","CSP42","Private",59,0,100,"cabriolet","V","injection","regular","220+ km/h","H","GOOD",4,"Private garage"
340,"3","Male","Other","CSP50","Private+trip to office",47,0,50,"station wagon","I","injection","diesel","150-160 km/h","M1","GOOD",10,"None"
340,"5","Female","Alone","CSP50","Private+trip to office",50,0,50,"sedan","D","injection","regular","150-160 km/h","A","GOOD",12,"None"
180,"6-7","Male","Other","CSP50","Private",33,0,50,"sedan","F","injection","regular","170-180 km/h","B","GOOD",19,"Collective garage"
112,"0","Male","Other","CSP50","Private",31,0,80,"sedan","K","direct injection overpowered","diesel","170-180 km/h","B","GOOD",17,"Collective garage"
292,"0","Male","Other","CSP1","Professional",44,0,54,"coupe","F","injection overpowered","regular","130-140 km/h","A","GOOD",10,"None"
232,"0","Male","Other","CSP50","Private+trip to office",37,0,57,"sedan","G","injection","regular","160-170 km/h","B","GOOD",16,"None"
176,"3","Male","Other","CSP50","Private+trip to office",36,0,60,"van","H","injection","diesel","130-140 km/h","M1","GOOD",20,"None"
73,"3","Female","Other","CSP50","Private+trip to office",24,0,72,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",11,"None"
104,"0","Male","Alone","CSP66","Professional",26,0,72,"sedan","K","injection","regular","200-220 km/h","B","GOOD",17,"None"
93,"1","Male","Alone","CSP50","Private+trip to office",26,0,100,"sedan","G","direct injection overpowered","diesel","160-170 km/h","B","GOOD",5,"Private garage"
135,"0","Female","Other","CSP42","Professional run",37,0,50,"sedan","F","injection","regular","150-160 km/h","B","GOOD",12,"None"
160,"0","Female","Other","CSP1","Professional",32,0,57,"microvan","M","injection","regular","180-190 km/h","M1","GOOD",17,"None"
163,"3","Male","Alone","CSP50","Private+trip to office",31,0,50,"sport utility vehicle","N","injection","regular","160-170 km/h","M2","GOOD",7,"None"
242,"0","Male","Alone","CSP42","Professional",47,0,50,"sedan","I","injection","regular","180-190 km/h","B","GOOD",8,"None"
214,"10+","Female","Other","CSP50","Private+trip to office",36,1,50,"sedan","B","carburation","regular","130-140 km/h","0","GOOD",13,"None"
408,"3","Male","Other","CSP50","Private+trip to office",52,0,50,"microvan","M","injection","regular","180-190 km/h","H","GOOD",12,"None"
193,"8-9","Male","Other","CSP50","Private+trip to office",34,0,51,"sedan","J","injection overpowered","diesel","170-180 km/h","M1","GOOD",17,"None"
18,"10+","Female","Other","CSP50","Private",40,0,100,"sedan","G","injection","regular","170-180 km/h","B","GOOD",16,"None"
352,"4","Female","Other","CSP50","Private+trip to office",48,0,50,"sedan","H","injection","regular","190-200 km/h","B","GOOD",9,"None"
221,"0","Male","Other","CSP49","Professional",36,0,50,"sedan","K","injection","regular","190-200 km/h","M1","GOOD",17,"None"
104,"0","Female","Other","CSP50","Private+trip to office",28,0,125,"sedan","J","direct injection overpowered","diesel","180-190 km/h","M1","BAD",15,"None"
429,"10+","Female","Other","CSP60","Private",56,1,50,"sedan","H","injection","diesel","160-170 km/h","M1","GOOD",7,"None"
75,"3","Female","Other","CSP50","Private",32,0,100,"sedan","H","injection","regular","180-190 km/h","B","GOOD",14,"Collective garage"
132,"3","Male","Other","CSP50","Private+trip to office",31,0,80,"van","L","direct injection overpowered","diesel","160-170 km/h","0","GOOD",20,"None"
124,"4","Male","Other","CSP50","Private",45,0,68,"sedan","K","direct injection overpowered","diesel","180-190 km/h","M2","GOOD",16,"None"
158,"2","Male","Other","CSP50","Private+trip to office",40,0,54,"station wagon","L","direct injection overpowered","diesel","190-200 km/h","M2","GOOD",12,"Private garage"
56,"5","Female","Other","CSP50","Private+trip to office",29,0,90,"sedan","J","direct injection overpowered","diesel","170-180 km/h","M1","GOOD",19,"None"
335,"3","Male","Other","CSP66","Private+trip to office",50,0,50,"coupe","V","injection","regular","220+ km/h","H","GOOD",7,"Private garage"
286,"1","Male","Other","CSP50","Private+trip to office",44,0,92,"cabriolet","J","injection","regular","200-220 km/h","B","GOOD",10,"None"
138,"4","Male","Other","CSP55","Private+trip to office",30,0,60,"sedan","I","injection","regular","180-190 km/h","M1","GOOD",15,"None"
214,"6-7","Male","Other","CSP6","Professional run",35,0,50,"station wagon","P","injection overpowered","regular","200-220 km/h","H","GOOD",9,"Collective garage"
258,"8-9","Female","Other","CSP60","Private",74,0,51,"sedan","H","injection","regular","160-170 km/h","B","GOOD",16,"None"
380,"0","Male","Other","CSP50","Private",50,0,50,"sedan","I","direct injection overpowered","diesel","160-170 km/h","B","GOOD",14,"Collective garage"
87,"6-7","Female","Alone","CSP55","Private",25,1,80,"sedan","D","injection","regular","150-160 km/h","A","BAD",15,"None"
